Unnamed: 0,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre
1,6/22/2007,Evan Almighty,175000000.0,100289690.0,174131329.0,Universal,PG,Comedy
2,7/28/1995,Waterworld,175000000.0,88246220.0,264246220.0,Universal,PG-13,Action
3,5/12/2017,King Arthur: Legend of the Sword,175000000.0,39175066.0,139950708.0,Warner Bros.,PG-13,Adventure
4,12/25/2013,47 Ronin,175000000.0,38362475.0,151716815.0,Universal,PG-13,Action
5,6/22/2018,Jurassic World: Fallen Kingdom,170000000.0,416769345.0,1304866322.0,Universal,PG-13,Action
6,8/1/2014,Guardians of the Galaxy,170000000.0,333172112.0,771051335.0,Walt Disney,PG-13,Action
7,5/7/2010,Iron Man 2,170000000.0,312433331.0,621156389.0,Paramount Pictures,PG-13,Action
8,4/4/2014,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,Walt Disney,PG-13,Action
9,7/11/2014,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0,20th Century Fox,PG-13,Adventure
10,11/10/2004,The Polar Express,170000000.0,186493587.0,310634169.0,Warner Bros.,G,Adventure
11,6/1/2012,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0,Universal,PG-13,Adventure
12,7/1/2003,Terminator 3: Rise of the Machines,170000000.0,150358296.0,433058296.0,Warner Bros.,R,Action
13,5/7/2004,Van Helsing,170000000.0,120150546.0,300150546.0,Universal,PG-13,Action
14,5/22/2015,Tomorrowland,170000000.0,93436322.0,207283457.0,Walt Disney,PG,Adventure
15,5/27/2016,Alice Through the Looking Glass,170000000.0,77042381.0,276934087.0,Walt Disney,PG,Adventure
16,5/21/2010,Shrek Forever After,165000000.0,238736787.0,756244673.0,Paramount Pictures,PG,Adventure
17,11/4/2016,Doctor Strange,165000000.0,232641920.0,676486457.0,Walt Disney,PG-13,Action
18,11/7/2014,Big Hero 6,165000000.0,222527828.0,652127828.0,Walt Disney,PG,Adventure
19,3/26/2010,How to Train Your Dragon,165000000.0,217581232.0,494870992.0,Paramount Pictures,PG,Adventure
20,11/2/2012,Wreck-It Ralph,165000000.0,189412677.0,496511521.0,Walt Disney,PG,Adventure
21,11/5/2014,Interstellar,165000000.0,188017894.0,667752422.0,Paramount Pictures,PG-13,Adventure
22,6/24/2016,Independence Day: Resurgence,165000000.0,103144286.0,384413934.0,20th Century Fox,PG-13,Action
23,7/29/2011,Cowboys and Aliens,163000000.0,100368560.0,176038324.0,Universal,PG-13,Action
24,5/17/2007,Shrek the Third,160000000.0,322719944.0,807330936.0,Paramount Pictures,PG,Adventure
25,5/24/2013,Fast and Furious 6,160000000.0,238679850.0,789300444.0,Universal,PG-13,Action
26,6/3/2011,X-Men: First Class,160000000.0,146408305.0,355408305.0,20th Century Fox,PG-13,Action
27,12/25/2008,The Curious Case of Benjamin Button,160000000.0,127509326.0,329631958.0,Paramount Pictures,PG-13,Drama
28,7/14/2010,The Sorcerer's Apprentice,160000000.0,63150991.0,217986320.0,Walt Disney,PG,Adventure
29,5/12/2006,Poseidon,160000000.0,60674817.0,181674817.0,Warner Bros.,PG-13,Adventure
30,6/10/2016,Warcraft,160000000.0,47225655.0,425547111.0,Universal,PG-13,Action
32,9/30/2016,Deepwater Horizon,156000000.0,61433527.0,122631306.0,Lionsgate,PG-13,Drama
33,7/1/2015,Terminator: Genisys,155000000.0,89760956.0,432150894.0,Paramount Pictures,PG-13,Action
34,3/23/2018,Pacific Rim: Uprising,155000000.0,59185715.0,290241338.0,Universal,PG-13,Action
35,11/24/2004,Alexander,155000000.0,34297191.0,167297191.0,Warner Bros.,R,Action
36,7/14/2017,War for the Planet of the Apes,152000000.0,146880162.0,489592267.0,20th Century Fox,PG-13,Action
37,5/25/2001,Pearl Harbor,151500000.0,198539855.0,449239855.0,Walt Disney,PG-13,Action
38,7/2/2007,Transformers,151000000.0,319246193.0,708272592.0,Paramount Pictures,PG-13,Action
39,6/2/2017,Wonder Woman,150000000.0,412563408.0,821133378.0,Warner Bros.,PG-13,Action
40,3/4/2016,Zootopia,150000000.0,341268248.0,1019706594.0,Walt Disney,PG,Adventure
41,11/18/2005,Harry Potter and the Goblet of Fire,150000000.0,290013036.0,896911078.0,Warner Bros.,PG-13,Adventure
42,5/15/2003,The Matrix Reloaded,150000000.0,281553689.0,738576929.0,Warner Bros.,R,Action
43,12/14/2007,I am Legend,150000000.0,256393010.0,585532684.0,Warner Bros.,PG-13,Horror
44,7/1/2008,Hancock,150000000.0,227946274.0,624234272.0,Sony Pictures,PG-13,Action
45,7/15/2005,Charlie and the Chocolate Factory,150000000.0,206459076.0,475825484.0,Warner Bros.,PG,Adventure
46,6/29/2007,Ratatouille,150000000.0,206445654.0,626549695.0,Walt Disney,G,Adventure
47,11/8/2013,Thor: The Dark World,150000000.0,206362140.0,644602516.0,Walt Disney,PG-13,Action
48,6/15/2005,Batman Begins,150000000.0,205343774.0,359142722.0,Warner Bros.,PG-13,Action
49,7/31/2015,Mission: Impossible—Rogue Nation,150000000.0,195042377.0,689388363.0,Paramount Pictures,PG-13,Action
50,7/21/2017,Dunkirk,150000000.0,190068280.0,499900860.0,Warner Bros.,PG-13,Action
51,5/6/2011,Thor,150000000.0,181030624.0,449326618.0,Paramount Pictures,PG-13,Action
52,11/7/2008,Madagascar: Escape 2 Africa,150000000.0,180174880.0,599680774.0,Paramount Pictures,PG,Adventure
53,5/1/2009,X-Men Origins: Wolverine,150000000.0,179883157.0,374825760.0,20th Century Fox,PG-13,Action
54,5/26/2011,Kung Fu Panda 2,150000000.0,165249063.0,664837547.0,Paramount Pictures,PG,Adventure
55,5/15/2015,Mad Max: Fury Road,150000000.0,153636354.0,370651733.0,Warner Bros.,R,Action
56,8/10/2018,The Meg,150000000.0,142700791.0,527100791.0,Warner Bros.,PG-13,Action
57,11/5/2003,The Matrix Revolutions,150000000.0,139270910.0,427300260.0,Warner Bros.,R,Action
58,3/29/2018,Ready Player One,150000000.0,137018455.0,578621729.0,Warner Bros.,PG-13,Adventure
59,5/5/2006,Mission: Impossible III,150000000.0,133501348.0,397501348.0,Paramount Pictures,PG-13,Action
60,5/14/2004,Troy,150000000.0,133298577.0,484161265.0,Warner Bros.,R,Action
61,7/1/2010,The Last Airbender,150000000.0,131772187.0,319713881.0,Paramount Pictures,PG,Adventure
62,11/2/2007,Bee Movie,150000000.0,126631277.0,287594577.0,Paramount Pictures,PG,Adventure
63,7/24/2009,G-Force,150000000.0,119436770.0,292817841.0,Walt Disney,PG,Adventure
64,11/21/2008,Bolt,150000000.0,114053579.0,328015029.0,Walt Disney,PG,Adventure
65,3/30/2012,Wrath of the Titans,150000000.0,83670083.0,305270083.0,Warner Bros.,PG-13,Adventure
66,11/16/2007,Beowulf,150000000.0,82280579.0,195080579.0,Paramount Pictures,PG-13,Adventure
67,2/12/2010,The Wolfman,150000000.0,62189884.0,142634358.0,Universal,R,Horror
68,2/17/2017,The Great Wall,150000000.0,45157105.0,334550106.0,Universal,PG-13,Action
69,10/9/2015,Pan,150000000.0,35088320.0,151543635.0,Warner Bros.,PG,Adventure
70,3/11/2011,Mars Needs Moms,150000000.0,21392758.0,39549758.0,Walt Disney,PG,Adventure
71,11/3/2006,Flushed Away,149000000.0,64665672.0,179357126.0,Paramount Pictures,PG,Adventure
72,6/8/2012,Madagascar 3: Europe's Most Wanted,145000000.0,216391482.0,746921271.0,Paramount Pictures,PG,Adventure
73,6/13/2014,How to Train Your Dragon 2,145000000.0,177002924.0,614586270.0,20th Century Fox,PG,Adventure
74,6/16/1999,Tarzan,145000000.0,171091819.0,448191819.0,Walt Disney,G,Adventure
75,3/7/2014,Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0,20th Century Fox,PG,Adventure
76,11/21/2012,Rise of the Guardians,145000000.0,103412758.0,306900902.0,Paramount Pictures,PG,Adventure
77,11/22/2002,Die Another Day,142000000.0,160942139.0,431942139.0,MGM,PG-13,Action
78,5/8/2009,Star Trek,140000000.0,257730019.0,385680446.0,Paramount Pictures,PG-13,Adventure
79,7/1/1998,Armageddon,140000000.0,201578182.0,554600000.0,Walt Disney,PG-13,Adventure
80,7/3/2002,Men in Black 2,140000000.0,190418803.0,441767803.0,Sony Pictures,PG-13,Action
81,7/22/2011,Captain America: The First Avenger,140000000.0,176654505.0,370569776.0,Paramount Pictures,PG-13,Action
82,1/29/2016,Kung Fu Panda 3,140000000.0,143528619.0,518418751.0,20th Century Fox,PG,Adventure
83,7/10/1998,Lethal Weapon 4,140000000.0,130444603.0,285400000.0,Warner Bros.,R,Action
84,3/27/2013,G.I. Joe: Retaliation,140000000.0,122523060.0,375740705.0,Paramount Pictures,PG-13,Action
85,12/5/2003,The Last Samurai,140000000.0,111110575.0,456810575.0,Warner Bros.,R,Action
86,12/21/2005,Fun With Dick And Jane,140000000.0,110550000.0,203018919.0,Sony Pictures,PG-13,Comedy
87,12/12/2014,Exodus: Gods and Kings,140000000.0,65014513.0,268314513.0,20th Century Fox,PG-13,Drama
88,7/1/2016,The BFG,140000000.0,55483770.0,199676255.0,Walt Disney,PG,Adventure
89,2/26/2016,Gods of Egypt,140000000.0,31153464.0,138587563.0,Lionsgate,PG-13,Adventure
90,5/3/2002,Spider-Man,139000000.0,403706375.0,821706375.0,Sony Pictures,PG-13,Adventure
91,3/6/2009,Watchmen,138000000.0,107509799.0,186976250.0,Warner Bros.,R,Action
92,7/29/2005,Stealth,138000000.0,32116746.0,76416746.0,Sony Pictures,PG-13,Action
93,6/13/2008,The Incredible Hulk,137500000.0,134806913.0,265573859.0,Universal,PG-13,Adventure
94,6/20/2003,Hulk,137000000.0,132177234.0,245075434.0,Universal,PG-13,Action
95,7/11/2001,Final Fantasy: The Spirits Within,137000000.0,32131830.0,85131830.0,Sony Pictures,PG-13,Adventure
96,3/22/2013,The Croods,135000000.0,187168425.0,573068425.0,20th Century Fox,PG,Adventure
97,12/25/2015,The Revenant,135000000.0,183637894.0,532950503.0,20th Century Fox,R,Adventure
98,11/19/1999,The World is Not Enough,135000000.0,126930660.0,361730660.0,MGM,PG-13,Action
99,3/4/2011,Rango,135000000.0,123477607.0,245724600.0,Paramount Pictures,PG,Adventure
100,7/17/2013,Turbo,135000000.0,83028130.0,286896578.0,20th Century Fox,PG,Adventure
101,11/18/2011,Happy Feet Two,135000000.0,64006466.0,157956466.0,Warner Bros.,PG,Adventure
102,7/28/2006,Miami Vice,135000000.0,63478838.0,163818556.0,Universal,R,Action
103,6/29/2005,War of the Worlds,132000000.0,234280354.0,606836535.0,Paramount Pictures,PG-13,Action
104,11/26/2014,Penguins of Madagascar,132000000.0,83350911.0,367650911.0,20th Century Fox,PG,Adventure
105,11/22/2013,The Hunger Games: Catching Fire,130000000.0,424668047.0,864868047.0,Lionsgate,PG-13,Adventure
106,7/6/2018,Ant-Man and the Wasp,130000000.0,216565229.0,617176819.0,Walt Disney,PG-13,Action
107,6/6/2008,Kung Fu Panda,130000000.0,215434591.0,631910531.0,Paramount Pictures,PG,Adventure
108,7/17/2015,Ant-Man,130000000.0,180202163.0,518860086.0,Walt Disney,PG-13,Action
109,3/27/2015,Home,130000000.0,177397510.0,386031994.0,20th Century Fox,PG,Adventure
110,10/28/2011,Puss in Boots,130000000.0,149260504.0,554987477.0,Paramount Pictures,PG,Adventure
111,11/5/2010,Megamind,130000000.0,148415853.0,321887208.0,Paramount Pictures,PG,Adventure
112,7/18/2003,Bad Boys II,130000000.0,138540870.0,273271982.0,Sony Pictures,R,Action
113,4/11/2014,Rio 2,130000000.0,131538435.0,492846291.0,20th Century Fox,G,Adventure
114,3/28/2014,Noah,130000000.0,101200044.0,352831065.0,Paramount Pictures,PG-13,Drama
115,12/21/2011,The Adventures of Tintin,130000000.0,77591831.0,373993951.0,Paramount Pictures,PG,Adventure
116,5/31/2013,After Earth,130000000.0,60522097.0,251499665.0,Sony Pictures,PG-13,Action
117,11/26/2008,Australia,130000000.0,49554002.0,215080810.0,20th Century Fox,PG-13,Drama
118,7/19/2013,R.I.P.D.,130000000.0,33618855.0,79076678.0,Universal,PG-13,Action
119,5/19/2000,Dinosaur,127500000.0,137748063.0,356148063.0,Walt Disney,PG,Adventure
120,3/3/2017,Logan,127000000.0,226277068.0,615476965.0,20th Century Fox,R,Action
121,5/2/2003,X-Men 2,125000000.0,214949694.0,406875536.0,20th Century Fox,PG-13,Action
122,4/29/2011,Fast Five,125000000.0,210031325.0,630163454.0,Universal,PG-13,Action
123,12/16/2011,Sherlock Holmes: A Game of Shadows,125000000.0,186848418.0,535663443.0,Warner Bros.,PG-13,Action
124,5/28/2004,The Day After Tomorrow,125000000.0,186740799.0,556319450.0,20th Century Fox,PG-13,Adventure
125,3/31/2017,The Boss Baby,125000000.0,175003033.0,510888357.0,20th Century Fox,PG,Adventure
126,4/1/2010,Clash of the Titans,125000000.0,163214888.0,493214888.0,Warner Bros.,PG-13,Action
127,11/4/2016,Trolls,125000000.0,153707064.0,344527425.0,20th Century Fox,PG,Adventure
128,5/19/1998,Godzilla,125000000.0,136314294.0,376000000.0,Sony Pictures,PG-13,Action
129,6/8/2012,Prometheus,125000000.0,126477084.0,402448265.0,20th Century Fox,R,Adventure
130,6/20/1997,Batman & Robin,125000000.0,107325195.0,238317814.0,Warner Bros.,PG-13,Action
131,7/13/2018,Skyscraper,125000000.0,67796355.0,304034615.0,Universal,PG,Action
132,12/21/2016,Assassin’s Creed,125000000.0,54647948.0,240497948.0,20th Century Fox,PG-13,Action
133,1/13/2017,Monster Trucks,125000000.0,33370166.0,61642798.0,Paramount Pictures,PG-13,Adventure
134,8/27/1999,The 13th Warrior,125000000.0,32698899.0,61698899.0,Walt Disney,R,Action
135,11/17/2000,How the Grinch Stole Christmas,123000000.0,260044825.0,345141403.0,Universal,PG,Adventure
136,5/24/2000,Mission: Impossible 2,120000000.0,215409889.0,549588516.0,Paramount Pictures,PG-13,Action
137,6/30/2000,The Perfect Storm,120000000.0,182618434.0,328711434.0,Warner Bros.,PG-13,Drama
138,7/29/2016,Jason Bourne,120000000.0,162192920.0,416197059.0,Universal,PG-13,Action
139,11/21/2012,Life of Pi,120000000.0,124987022.0,607258634.0,20th Century Fox,PG,Drama
140,2/16/2007,Ghost Rider,120000000.0,115802596.0,229545589.0,Sony Pictures,PG-13,Action
141,6/27/2003,Charlie's Angels: Full Throttle,120000000.0,100814328.0,227200000.0,Sony Pictures,PG-13,Action
142,4/13/2018,Rampage,120000000.0,99345950.0,424745950.0,Warner Bros.,PG-13,Action
143,8/9/2013,Elysium,120000000.0,93050117.0,286192091.0,Sony Pictures,R,Action
144,3/24/2017,Power Rangers,120000000.0,85364450.0,142545357.0,Lionsgate,PG-13,Action
145,7/19/2002,Stuart Little 2,120000000.0,64956806.0,166000000.0,Sony Pictures,PG,Adventure
146,6/11/2004,The Chronicles of Riddick,120000000.0,57712751.0,107212751.0,Universal,PG-13,Adventure
147,5/9/2008,Speed Racer,120000000.0,43945766.0,93394462.0,Warner Bros.,PG,Action
148,7/22/2005,The Island,120000000.0,35818913.0,163018913.0,Other,PG-13,Action
149,6/23/2010,Knight and Day,117000000.0,76423035.0,258751370.0,20th Century Fox,PG-13,Action
150,5/19/1999,Star Wars Ep. I: The Phantom Menace,115000000.0,474544677.0,1027044677.0,20th Century Fox,PG,Adventure
151,11/2/2001,"Monsters, Inc.",115000000.0,289423425.0,559757719.0,Walt Disney,G,Adventure
152,7/26/2013,The Wolverine,115000000.0,132556852.0,416456852.0,20th Century Fox,PG-13,Action
153,2/7/1997,Dante's Peak,115000000.0,67163857.0,178200000.0,Universal,PG-13,Drama
154,4/22/2016,The Huntsman: Winter’s War,115000000.0,48003015.0,165149302.0,Universal,PG-13,Action
155,6/14/2002,Windtalkers,115000000.0,40914068.0,77628265.0,MGM,R,Action
156,12/25/2010,Gulliver's Travels,112000000.0,42779261.0,232017848.0,20th Century Fox,PG,Adventure
157,12/15/2017,Ferdinand,111000000.0,84410380.0,289867087.0,20th Century Fox,PG,Adventure
158,5/18/2018,Deadpool 2,110000000.0,318491426.0,733809601.0,20th Century Fox,R,Action
159,12/22/2006,Night at the Museum,110000000.0,250863268.0,579446407.0,20th Century Fox,PG,Adventure
160,6/10/2005,Mr. and Mrs. Smith,110000000.0,186336279.0,486124090.0,20th Century Fox,PG-13,Action
161,5/29/2015,San Andreas,110000000.0,155190832.0,457199280.0,Warner Bros.,PG-13,Adventure
162,7/29/2011,The Smurfs,110000000.0,142614158.0,563749323.0,Sony Pictures,PG,Adventure
163,6/27/2007,Live Free or Die Hard,110000000.0,134529403.0,382288147.0,20th Century Fox,PG-13,Action
164,3/20/2015,The Divergent Series: Insurgent,110000000.0,130179072.0,295075882.0,Lionsgate,PG-13,Action
165,12/10/2004,Ocean's Twelve,110000000.0,125531634.0,362989076.0,Warner Bros.,PG-13,Adventure
166,12/19/1997,Tomorrow Never Dies,110000000.0,125304276.0,339504276.0,MGM,PG-13,Action
167,6/28/2000,The Patriot,110000000.0,113330342.0,215300000.0,Sony Pictures,R,Drama
168,3/7/2014,300: Rise of an Empire,110000000.0,106580051.0,330780051.0,Warner Bros.,R,Action
169,1/14/2011,The Green Hornet,110000000.0,98780042.0,229155503.0,Sony Pictures,PG-13,Action
170,10/7/2011,Real Steel,110000000.0,85463309.0,263880341.0,Walt Disney,PG-13,Action
171,6/11/2010,The A-Team,110000000.0,77222099.0,177241171.0,20th Century Fox,PG-13,Action
172,7/31/2013,The Smurfs 2,110000000.0,71017784.0,348547523.0,Sony Pictures,PG,Adventure
173,3/18/2016,The Divergent Series: Allegiant,110000000.0,66184051.0,171871661.0,Lionsgate,PG-13,Action
174,6/12/2009,The Taking of Pelham 123,110000000.0,65452312.0,152364370.0,Sony Pictures,R,Action
175,11/1/2013,Ender's Game,110000000.0,61737191.0,127983283.0,Lionsgate,PG-13,Adventure
176,4/2/2004,Home on the Range,110000000.0,50026353.0,76482461.0,Walt Disney,PG,Adventure
177,6/13/1997,Speed 2: Cruise Control,110000000.0,48097081.0,150468000.0,20th Century Fox,PG-13,Action
178,5/6/2005,Kingdom of Heaven,110000000.0,47398413.0,218853353.0,20th Century Fox,R,Adventure
179,3/31/2017,Ghost in the Shell,110000000.0,40563557.0,167918847.0,Paramount Pictures,PG-13,Action
180,11/21/2003,The Cat in the Hat,109000000.0,101018283.0,133818283.0,Universal,PG,Adventure
181,12/25/2001,Ali,109000000.0,58183966.0,87683966.0,Sony Pictures,R,Drama
182,11/23/2016,Allied,106000000.0,40098064.0,119285656.0,Paramount Pictures,R,Drama
183,7/16/2004,"I, Robot",105000000.0,144801023.0,348629585.0,20th Century Fox,PG-13,Action
184,12/17/1999,Stuart Little,105000000.0,140015224.0,298815224.0,Sony Pictures,PG,Adventure
185,11/25/2009,The Princess and the Frog,105000000.0,104400899.0,270997378.0,Walt Disney,G,Adventure
186,3/7/2008,"10,000 B.C.",105000000.0,94784201.0,269065678.0,Warner Bros.,PG-13,Adventure
187,7/22/2016,Ice Age: Collision Course,105000000.0,64063008.0,403092412.0,20th Century Fox,PG,Adventure
188,9/22/2017,Kingsman: The Golden Circle,104000000.0,100234838.0,408822328.0,20th Century Fox,R,Action
189,6/9/2000,Gone in 60 Seconds,103300000.0,101643008.0,232643008.0,Walt Disney,PG-13,Action
190,5/23/2013,The Hangover 3,103000000.0,112200072.0,362000072.0,Warner Bros.,R,Comedy
191,3/9/2018,A Wrinkle in Time,103000000.0,100478608.0,133401882.0,Walt Disney,PG,Adventure
192,7/1/2009,Public Enemies,102500000.0,97104620.0,212282709.0,Universal,R,Drama
193,11/17/2006,Casino Royale,102000000.0,167365000.0,594420283.0,Sony Pictures,PG-13,Action
194,6/21/2002,Minority Report,102000000.0,132024714.0,358824714.0,20th Century Fox,PG-13,Action
195,10/26/2012,Cloud Atlas,102000000.0,27108272.0,130673154.0,Warner Bros.,R,Drama
196,7/2/1991,Terminator 2: Judgment Day,100000000.0,203464105.0,515419827.0,Sony Pictures,R,Action
197,6/16/1995,Batman Forever,100000000.0,184031112.0,336529144.0,Warner Bros.,PG-13,Action
198,7/27/2001,Planet of the Apes,100000000.0,180011740.0,362211740.0,20th Century Fox,PG-13,Adventure
199,11/19/2004,National Treasure,100000000.0,173005002.0,331323410.0,Walt Disney,PG,Adventure
200,10/5/2018,Venom,100000000.0,171125095.0,461825095.0,Sony Pictures,PG-13,Action
201,12/22/2010,Little Fockers,100000000.0,148438600.0,310650574.0,Universal,PG-13,Comedy
202,7/15/1994,True Lies,100000000.0,146282411.0,365300000.0,20th Century Fox,R,Action
203,11/2/2007,American Gangster,100000000.0,130164645.0,267985456.0,Universal,R,Drama
204,9/18/2009,Cloudy with a Chance of Meatballs,100000000.0,124870275.0,236827677.0,Sony Pictures,PG,Adventure
205,8/6/2010,The Other Guys,100000000.0,119219978.0,170936470.0,Sony Pictures,PG-13,Comedy
206,5/24/2013,Epic,100000000.0,107518682.0,262794441.0,20th Century Fox,PG,Adventure
207,6/21/1996,Eraser,100000000.0,101295562.0,234400000.0,Warner Bros.,R,Action
208,6/21/1996,The Hunchback of Notre Dame,100000000.0,100138851.0,325500000.0,Walt Disney,G,Adventure
209,12/15/2000,The Emperor's New Groove,100000000.0,89296573.0,169296573.0,Walt Disney,G,Adventure
210,8/17/2012,The Expendables 2,100000000.0,85028192.0,311979256.0,Lionsgate,R,Action
211,10/16/2009,Where the Wild Things Are,100000000.0,77233467.0,99123656.0,Warner Bros.,PG,Adventure
212,12/15/2006,Eragon,100000000.0,75030163.0,249488115.0,20th Century Fox,PG,Adventure
213,7/25/2014,Hercules,100000000.0,72688614.0,243388614.0,Paramount Pictures,PG-13,Action
214,11/24/1999,End of Days,100000000.0,66889043.0,212026975.0,Universal,R,Action
215,6/11/2004,The Stepford Wives,100000000.0,59475623.0,96221971.0,Paramount Pictures,PG-13,Comedy
216,6/8/2007,Surf's Up,100000000.0,58867694.0,145395745.0,Sony Pictures,PG,Adventure
217,12/8/2006,Blood Diamond,100000000.0,57377916.0,171377916.0,Warner Bros.,R,Action
218,11/7/1997,Starship Troopers,100000000.0,54768952.0,121100000.0,Sony Pictures,R,Action
219,6/5/2009,Land of the Lost,100000000.0,49438370.0,69548641.0,Universal,PG-13,Comedy
220,7/23/2004,Catwoman,100000000.0,40202379.0,82145379.0,Warner Bros.,PG-13,Action
221,8/15/2014,The Expendables 3,100000000.0,39322544.0,209461378.0,Lionsgate,PG-13,Action
222,11/27/2002,Treasure Planet,100000000.0,38120554.0,91800000.0,Walt Disney,PG,Adventure
223,3/12/2010,Green Zone,100000000.0,35497337.0,97523020.0,Universal,R,Drama
224,10/20/2017,Geostorm,100000000.0,33700160.0,220800160.0,Warner Bros.,PG-13,Action
225,12/11/2015,In the Heart of the Sea,100000000.0,25020758.0,89693309.0,Warner Bros.,PG-13,Adventure
226,2/18/2005,Son of the Mask,100000000.0,17018422.0,59918422.0,Other,PG,Adventure
227,8/16/2002,The Adventures of Pluto Nash,100000000.0,4411102.0,7094995.0,Warner Bros.,PG-13,Comedy
230,11/6/2015,The Peanuts Movie,99000000.0,130178411.0,250091610.0,20th Century Fox,G,Adventure
231,5/4/2001,The Mummy Returns,98000000.0,202007640.0,435040395.0,Universal,PG-13,Adventure
232,12/20/2002,Gangs of New York,97000000.0,77730500.0,183124621.0,Miramax,R,Drama
233,5/19/2017,Alien: Covenant,97000000.0,74262031.0,238521247.0,20th Century Fox,R,Horror
234,3/13/2015,Cinderella,95000000.0,201151353.0,534551353.0,Walt Disney,PG,Drama
235,7/13/2012,Ice Age: Continental Drift,95000000.0,161321843.0,879765137.0,20th Century Fox,PG,Adventure
236,12/28/2001,Black Hawk Down,95000000.0,108638745.0,159691085.0,Sony Pictures,R,Action
237,5/27/2010,Sex and the City 2,95000000.0,95347692.0,294680778.0,Warner Bros.,R,Comedy
238,8/10/2012,The Campaign,95000000.0,86907746.0,104907746.0,Warner Bros.,R,Comedy
239,11/12/2010,Unstoppable,95000000.0,81562942.0,165720921.0,20th Century Fox,PG-13,Action
240,5/9/1997,The Fifth Element,95000000.0,63570862.0,263898761.0,Sony Pictures,PG-13,Action
241,3/31/2000,The Road to El Dorado,95000000.0,50802661.0,65700000.0,Other,PG,Adventure
242,12/11/2009,The Lovely Bones,95000000.0,44114232.0,94894448.0,Paramount Pictures,PG-13,Drama
243,2/6/2015,Seventh Son,95000000.0,17725785.0,109485785.0,Universal,PG-13,Adventure
244,5/30/2003,Finding Nemo,94000000.0,380529370.0,936429370.0,Walt Disney,G,Adventure
245,6/15/2001,Lara Croft: Tomb Raider,94000000.0,131144183.0,273330185.0,Paramount Pictures,PG-13,Adventure
246,2/13/2015,Kingsman: The Secret Service,94000000.0,128261724.0,404561724.0,20th Century Fox,R,Action
247,7/18/2001,Jurassic Park III,93000000.0,181166115.0,365900000.0,Universal,PG-13,Action
248,8/5/2011,Rise of the Planet of the Apes,93000000.0,176760185.0,482860185.0,20th Century Fox,PG-13,Adventure
249,2/14/2008,The Spiderwick Chronicles,92500000.0,71195053.0,162839667.0,Paramount Pictures,PG,Adventure
250,11/5/2004,The Incredibles,92000000.0,261441092.0,614726752.0,Walt Disney,PG,Adventure
251,2/14/2013,A Good Day to Die Hard,92000000.0,67349198.0,304249198.0,20th Century Fox,R,Action
252,12/22/1995,Cutthroat Island,92000000.0,10017322.0,18517322.0,MGM,PG-13,Adventure
253,12/25/2013,The Secret Life of Walter Mitty,91000000.0,58236838.0,187861183.0,20th Century Fox,PG,Adventure
254,12/20/2017,Jumanji: Welcome to the Jungle,90000000.0,404508916.0,961758540.0,Sony Pictures,PG-13,Adventure
255,7/1/1997,Men in Black,90000000.0,250690539.0,587790539.0,Sony Pictures,PG-13,Adventure
256,11/19/1999,Toy Story 2,90000000.0,245852179.0,511358276.0,Walt Disney,G,Adventure
257,8/3/2001,Rush Hour 2,90000000.0,226164286.0,347425832.0,Other,PG-13,Action
258,12/25/2009,Sherlock Holmes,90000000.0,209028679.0,498438212.0,Warner Bros.,PG-13,Adventure
259,7/1/2009,Ice Age: Dawn of the Dinosaurs,90000000.0,196573705.0,859701857.0,20th Century Fox,PG,Adventure
260,4/15/2011,Rio,90000000.0,143619809.0,487519809.0,20th Century Fox,G,Adventure
261,10/6/2006,The Departed,90000000.0,132384315.0,289660619.0,Warner Bros.,R,Drama
262,11/3/2000,Charlie's Angels,90000000.0,125305545.0,259736090.0,Sony Pictures,PG-13,Action
263,6/19/1998,Mulan,90000000.0,120620254.0,303500000.0,Walt Disney,G,Adventure
264,8/13/2008,Tropic Thunder,90000000.0,110515313.0,191145256.0,Paramount Pictures,R,Comedy
265,7/11/1997,Contact,90000000.0,100920329.0,165900000.0,Warner Bros.,PG,Drama
266,6/6/2008,You Don't Mess With the Zohan,90000000.0,100018837.0,202910991.0,Sony Pictures,PG-13,Comedy
267,5/19/1995,Die Hard: With a Vengeance,90000000.0,100012499.0,366101666.0,20th Century Fox,R,Action
268,6/8/2001,Atlantis: The Lost Empire,90000000.0,84052762.0,186049020.0,Walt Disney,PG,Adventure
269,7/24/2015,Pixels,90000000.0,78765986.0,244041804.0,Sony Pictures,PG-13,Adventure
270,6/29/2001,Artificial Intelligence: AI,90000000.0,78616689.0,235900000.0,Warner Bros.,PG-13,Drama
271,11/26/2003,The Haunted Mansion,90000000.0,75817994.0,155750628.0,Walt Disney,PG,Adventure
272,8/4/2000,Hollow Man,90000000.0,73209340.0,191200000.0,Sony Pictures,R,Horror
273,8/7/2013,Percy Jackson: Sea of Monsters,90000000.0,68559554.0,200859554.0,20th Century Fox,PG,Adventure
274,11/21/2001,Spy Game,90000000.0,62362560.0,143049560.0,Universal,R,Action
275,4/4/1997,The Saint,90000000.0,61363304.0,169400000.0,Paramount Pictures,PG-13,Action
